state,sld_page,substation_name,substation_code,voltage_levels,connected_substations,generators_attached,notes
VIC,VIC-d,GNTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,GTS 3 A2A3A4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,B3 B2 B1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,WMTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,KEILOR,KTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,NO NO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,BROOKLYN,BLTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,B5 B1 L3B3 L1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,NEWPORT,NPSD,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,NPSD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,TTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,TTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,WMTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,SMTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,ALTONA,AL,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,CHEMICAL,AC,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,SYTS KTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,LAVERTON NORTH,LNGS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,LNGS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,FBTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,FBTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,KTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,WEST MELBOURNE,WMTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,WMTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,TOYOTA,TYA,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,GTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,FBTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,FISHERMANS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,BEND,FBTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,DEER PARK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-d,NUMURKAH,NSF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,ROTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,ROTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,HWTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,HWTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,DDTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,DDTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,B2 WN 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,GLENROWAN,GNTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,GNTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,SOMERTON PS,SPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,SOMERTON,ST,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,SOUTH MORANG,SMTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,WEST KIEWA,WKPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,WKPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MKPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,BOGONG,BOPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,BOPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MOUNT BEAUTY,MBTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MBTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,DARTMOUTH,DPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,CLOVER,CLPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,CLPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,EILDON,EPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MBTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,DEDERANG,DDTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,WODONGA,WOTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,WOTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,JINDABYNE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MURRAY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,EPS ROTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,TSTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,RWTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,BTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,BTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,B3 B5 B1B2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,EXTN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,BRUNSWICK,BTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,RINGWOOD,RWTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MALVERN,MTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,TEMPLESTOWE,TSTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,RICHMOND,RTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,ROTS 4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,ROTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MLRC MLRC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,DDTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,GEEHI DAM,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,HWTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,SYTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,SMTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MBTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,TTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,WANGARATTA,WN,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,MYRTLEFORD,MYT,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,AFI BRIGHT,BRT,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,GNTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,NONO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-e,THOMASTOWN,TTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,SPRINGVALE,SVTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,SVTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ROTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HEATHERTON,HTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,SVTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,SVTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,EAST ROWVILLE,ERTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ERTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,CBTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,CBTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ERTS 1 TBTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ERTS 2 TBTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,CRANBOURNE,CBTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,CBTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWTS 4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,TYABB,TBTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,TBTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JOHN LYSAGHT,JLA,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,WONTHAGGI,WDP,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LOY YANG SUB,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LYS3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BALD HILLS,BHWF,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BHWF,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BAIRNSDALE,BDLPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BDLPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JLTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,MORWELL,MWTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,MWTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,B STATION,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWPS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWPS 4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWPS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWPS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,MWTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,MWTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,A1 A2 A3 A4 B1 B2 B3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,A STATION,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JERALANG,JLTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JLTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JERALANG PS,JLGS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JLGS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HAZELWOOD,HWPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JLTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,HWTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JLTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,YPS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,NOYPS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,JLTS 4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ROTS 7,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ROTS 6,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ROTS 5,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,YALLOURN,YPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,MTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,SVTS 1 YPS 8,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,RWTS YPS 7,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,TSTS YPS 6,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,MTS 3 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,RTS 4 YPS 5,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,RTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ERTS 1 HWPS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ERTS 2 HWPS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,ROWVILLE,ERTS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,CBTS 4SMTS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LYPS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LYPS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LYPS 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,CBTS 4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LOY YANG PS,LYPS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,LYPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,VALLEY POWER,VPGS,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,VPGS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BASSLINK L,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BLLC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,A4 A3 A2 A1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
VIC,VIC-f,BLGC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BLLC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BLGC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,MLRC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,SOUTH EAST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,SVC1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,HYTS 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,HYTS 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,PENOLA WEST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,LADBROKE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,GROVE MT GAMBIER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BLANCHE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,SNUGGERY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,CANUNDA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,GT2GT3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,MAYURA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BONNEY 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BONNEY 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BONNEY 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,KEITH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,KINCRAIG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,TAILEM BEND,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,CHERRY GARDENS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,MT BARKER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-a,BLACK RANGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,GT11 GT12ST18,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,TUNGKILLO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,HAPPY VALLEY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MORPHETT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,VALE EAST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MAGILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,TERRACE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,TORRENS B,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,TORRENS A,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,TORRENS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,QUARANTINE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,CITY WEST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,LE FEVRE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PELICAN POINT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PARA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,NORTHFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PARAFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,GARDENS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MILLBROOK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,ANGAS CREEK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MANNUM,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,ADELAIDE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PUMPING STATION 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PUMPING STATION 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PUMPING STATION 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MOBILONG,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MURRAY BRIDGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,HAHNDORF PUMP 1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,HAHNDORF PUMP 2,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,HAHNDORF PUMP 3,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,KANMANTOO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,MINE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,SVC SVC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,WILLUNGA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,STARFISH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,PORT STANVAC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-b,LONSDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,MW3MW2MW1,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,DRY CREEK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,ROSEWORTHY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,ANGASTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,DORRIEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,TEMPLERS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,KILBURN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,BRINKWORTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,CLARE NORTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,MINTARO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,WATERLOO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,MOR PUMP,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,NORTH WEST BEND,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,MONASH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,MURRAYLINK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,BERRI,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,KILBURN SOUTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-c,PROSPECT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,MORGAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,WHYALLA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,PUMP 4,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,ROBERTSTOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,MOKOTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,HALLETT HILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,SVC6 7SVC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,NORTH BROWN HILL 2 315 46 SVCSVC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,BLUFF / PORCUPINE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,BELALIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
